year ,month_num,month,day,0h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
2022,5,May,13,1.9,1.6,1.3,1.2,1.2,1.4,1.7,2.0,2.4,2.6,2.5,2.3,1.9,1.4,1.1,0.9,0.8,0.9,1.3,1.8,2.4,2.7,2.8,2.6
2022,5,May,14,2.2,1.7,1.3,1.0,0.9,1.0,1.2,1.6,2.1,2.6,2.7,2.6,2.3,1.8,1.3,1.0,0.8,0.8,1.1,1.5,2.2,2.8,3.0,2.9
2022,5,May,15,2.6,2.0,1.5,1.0,0.7,0.7,0.8,1.1,1.7,2.3,2.7,2.8,2.6,2.2,1.7,1.2,0.9,0.8,0.9,1.3,1.8,2.6,3.1,3.1
2022,5,May,16,2.9,2.4,1.8,1.2,0.7,0.5,0.5,0.7,1.1,1.8,2.5,2.8,2.8,2.6,2.2,1.6,1.2,0.9,0.9,1.1,1.5,2.2,2.9,3.3
2022,5,May,17,3.2,2.8,2.2,1.5,0.9,0.5,0.3,0.3,0.6,1.2,1.9,2.5,2.8,2.8,2.6,2.0,1.5,1.2,1.0,1,1.3,1.8,2.5,3.2
2022,5,May,18,3.3,3.1,2.7,2.0,1.3,0.7,0.3,0.2,0.3,0.6,1.3,2.0,2.5,2.7,2.7,2.4,1.9,1.5,1.2,1.1,1.2,1.5,2.1,2.8
2022,5,May,19,3.3,3.3,3.0,2.5,1.8,1.1,0.6,0.3,0.2,0.3,0.7,1.4,2.0,2.4,2.6,2.6,2.3,1.8,1.4,1.2,1.2,1.4,1.8,2.4
2022,5,May,20,3.0,3.3,3.2,2.9,2.3,1.6,1.0,0.6,0.3,0.3,0.4,0.8,1.4,2.0,2.3,2.5,2.4,2.1,1.7,1.4,1.3,1.3,1.6,2.0
2022,5,May,21,2.5,3.0,3.2,3.1,2.8,2.2,1.6,1.0,0.6,0.4,0.4,0.6,0.9,1.4,1.9,2.2,2.3,2.3,2.0,1.7,1.5,1.4,1.5,1.7
2022,5,May,22,2.1,2.5,2.9,3.0,0.3,2.6,2.1,1.6,1.1,0.8,0.6,0.5,0.7,1.0,1.4,1.8,2.1,2.2,2.2,2,1.7,1.6,1.5,1.5
2022,5,May,23,1.7,2.0,2.4,2.7,2.8,2.8,2.5,2.1,1.7,1.3,1.0,0.7,0.7,0.7,1.0,1.3,1.7,2.0,2.2,2.2,2.1,1.8,1.7,1.6
2022,5,May,24,1.6,1.6,1.8,2.1,2.4,2.6,2.6,2.5,2.2,1.8,1.4,1.1,0.9,0.7,0.8,1.0,1.3,1.7,2.1,2.3,2.3,2.2,2.0,1.7
2022,5,May,25,1.6,1.5,1.4,1.6,1.8,2.1,2.4,2.5,2.5,2.3,2.0,1.6,1.2,0.9,0.8,0.8,1.0,1.4,1.8,2.2,2.5,2.5,2.3,2.0
2022,5,May,26,1.7,1.4,1.3,1.2,1.3,1.5,1.9,2.3,2.5,2.5,2.4,2.0,1.6,1.2,0.9,0.8,0.9,1.1,1.6,2.1,2.5,2.7,2.6,2.4
2022,5,May,27,2.0,1.6,1.2,1.0,0.9,1.1,1.4,1.8,2.3,2.5,2.6,2.4,2.0,1.6,1.2,0.9,0.8,1.0,1.3,1.8,2.4,2.7,2.8,2.7
2022,5,May,28,2.3,1.8,1.3,1.0,0.8,0.8,0.9,1.3,1.9,2.3,2.6,2.6,2.3,1.9,1.5,1.1,0.9,0.9,1.2,1.6,2.2,2.7,2.9,2.8
2022,5,May,29,2.6,2.1,1.5,1.1,0.8,0.6,0.7,0.9,1.4,2.0,2.4,2.6,2.5,2.2,1.8,1.4,1.1,1.0,1.1,1.4,1.9,2.5,2.9,3.0
2022,5,May,30,2.8,2.4,1.8,1.3,0.8,0.6,0.5,0.7,1.0,1.6,2.2,2.5,2.6,2.4,2.1,1.6,1.3,1.1,1.1,1.3,1.7,2.3,2.8,3.0
2022,5,May,31,2.9,2.6,2.1,1.5,1.0,0.6,0.5,0.5,0.8,1.3,1.8,2.3,2.5,2.6,2.3,1.9,1.5,1.2,1.1,1.2,1.5,2.0,2.6,3.0
2022,6,June,1,3.1,2.8,2.4,1.8,1.2,0.8,0.5,0.5,0.6,1.0,1.5,2.0,2.4,2.5,2.5,2.1,1.7,1.4,1.2,1.2,1.3,1.7,2.3,2.9
2022,6,June,2,3.1,3.0,2.7,2.1,1.5,1.0,0.7,0.5,0.5,0.7,1.2,1.7,2.2,2.4,2.5,2.3,1.9,1.6,1.3,1.2,1.3,1.6,2.0,2.6
2022,6,June,3,3.0,3.1,2.9,2.5,1.9,1.3,0.9,0.6,0.5,0.6,0.9,1.4,1.9,2.2,2.4,2.4,2.1,1.7,1.4,1.3,1.2,1.4,1.8,2.3
2022,6,June,4,2.8,3.1,3.0,2.7,2.2,1.6,1.1,0.8,0.6,0.6,0.7,1.1,1.6,2.0,2.2,2.3,2.2,1.9,1.6,1.4,1.3,1.3,1.6,2.1
2022,6,June,5,2.6,2.9,3.0,2.9,2.5,2.0,1.5,1.0,0.8,0.6,0.7,0.9,1.3,1.7,2.0,2.2,2.2,2.1,1.8,1.5,1.4,1.4,1.5,1.8
2022,6,June,6,2.2,2.6,2.9,2.9,2.7,2.3,1.8,1.3,1.0,0.8,0.7,0.8,1.1,1.4,1.8,2.0,2.2,2.1,2.0,1.7,1.5,1.4,1.4,1.6
2022,6,June,7,1.9,2.3,2.6,2.7,2.7,2.5,2.1,1.7,1.3,1.0,0.9,0.8,0.9,1.2,1.5,1.8,2.0,2.2,2.1,2,1.8,1.6,1.5,1.5
2022,6,June,8,1.7,1.9,2.2,2.4,2.5,2.5,2.3,2.0,1.7,1.3,1.1,0.9,0.9,1.0,1.2,1.5,1.8,2.1,2.3,2.2,2.1,1.9,1.6,1.5
2022,6,June,9,1.5,1.6,1.8,2.0,2.2,2.3,2.4,2.3,2.0,1.7,1.4,1.2,1.0,1.0,1.0,1.2,1.6,1.9,2.2,2.4,2.4,2.2,1.9,1.7
2022,6,June,10,1.5,1.4,1.4,1.5,1.7,2.0,2.2,2.3,2.3,2.1,1.8,1.5,1.2,1.0,1.0,1.1,1.3,1.7,2.1,2.5,2.6,2.6,2.3,1.9
2022,6,June,11,1.6,1.3,1.1,1.1,1.2,1.5,1.8,2.1,2.4,2.4,2.2,1.9,1.5,1.2,1.0,1.0,1.1,1.4,1.8,2.3,2.7,2.9,2.7,2.3
2022,6,June,12,1.9,1.4,1.0,0.8,0.8,1.0,1.3,1.7,2.2,2.4,2.5,2.3,2.0,1.6,1.2,1.1,1.0,1.2,1.5,2,2.6,3.0,3.0,2.7
2022,6,June,13,2.3,1.7,1.1,0.8,0.6,0.6,0.8,1.2,1.7,2.2,2.5,2.6,2.4,2.0,1.6,1.2,1.1,1.1,1.3,1.7,2.3,2.9,3.2,3.1
2022,6,June,14,2.7,2.2,1.5,0.9,0.5,0.4,0.4,0.7,1.1,1.8,2.3,2.6,2.7,2.5,2.0,1.6,1.2,1.1,1.2,1.4,1.9,2.6,3.2,3.3
2022,6,June,15,3.1,2.7,2.0,1.3,0.7,0.4,0.2,0.3,0.6,1.2,1.9,2.4,2.6,2.7,2.4,2.0,1.5,1.3,1.2,1.3,1.6,2.1,2.8,3.3
2022,6,June,16,3.4,3.1,2.6,1.9,1.2,0.6,0.3,0.2,0.3,0.6,1.2,1.9,2.4,2.6,2.6,2.4,1.9,1.5,1.3,1.2,1.4,1.7,2.3,3.0
2022,6,June,17,3.4,3.4,3.0,2.5,1.8,1.1,0.6,0.3,0.2,0.3,0.7,1.3,2.0,2.4,2.6,2.6,2.3,1.8,1.5,1.3,1.2,1.4,1.8,2.5
2022,6,June,18,3.1,3.4,3.3,3.0,2.4,1.7,1.0,0.6,0.3,0.2,0.4,0.8,1.4,2.0,2.4,2.6,2.5,2.1,1.7,1.4,1.3,1.3,1.5,2.0
2022,6,June,19,2.6,3.1,3.3,3.2,2.8,2.2,1.6,1.0,0.6,0.4,0.3,0.5,1.0,1.5,2.1,2.4,2.5,2.4,2.0,1.7,1.4,1.3,1.3,1.6
2022,6,June,20,2.0,2.6,3.0,3.2,0.3,2.7,2.1,1.5,1.0,0.7,0.5,0.5,0.7,1.1,1.7,2.1,2.4,2.4,2.3,2,1.6,1.4,1.3,1.4
2022,6,June,21,1.6,2.0,2.4,2.8,2.9,2.8,2.5,2.0,1.5,1.1,0.8,0.7,0.6,0.9,1.3,1.8,2.2,2.4,2.4,2.3,2.0,1.7,1.4,1.3
2022,6,June,22,1.4,1.5,1.8,2.2,2.5,2.6,2.6,2.3,2.0,1.6,1.2,1.0,0.8,0.8,1.0,1.4,1.9,2.2,2.4,2.5,2.3,2.0,1.7,1.5
2022,6,June,23,1.3,1.3,1.4,1.6,1.9,2.2,2.4,2.4,2.3,2.0,1.6,1.3,1.1,1.0,1.0,1.2,1.6,2.0,2.3,2.5,2.5,2.3,2.0,1.7
2022,6,June,24,1.4,1.2,1.1,1.2,1.3,1.6,1.9,2.2,2.3,2.2,2.0,1.7,1.4,1.2,1.1,1.1,1.3,1.7,2.1,2.4,2.6,2.6,2.4,2.0
2022,6,June,25,1.7,1.3,1.1,0.9,1.0,1.1,1.4,1.8,2.1,2.3,2.2,2.0,1.7,1.5,1.2,1.2,1.2,1.5,1.9,2.3,2.6,2.7,2.6,2.4
2022,6,June,26,2.0,1.5,1.1,0.9,0.8,0.8,1.0,1.4,1.8,2.1,2.3,2.3,2.1,1.7,1.4,1.3,1.2,1.3,1.6,2,2.5,2.8,2.8,2.6
2022,6,June,27,2.3,1.8,1.3,0.9,0.7,0.6,0.8,1.0,1.4,1.9,2.2,2.4,2.3,2.0,1.7,1.4,1.2,1.3,1.4,1.8,2.3,2.7,2.9,2.8
2022,6,June,28,2.6,2.1,1.6,1.1,0.8,0.6,0.6,0.8,1.1,1.6,2.1,2.4,2.4,2.3,1.9,1.6,1.3,1.2,1.3,1.6,2.0,2.5,2.9,3.0
2022,6,June,29,2.8,2.4,1.9,1.4,0.9,0.6,0.5,0.6,0.9,1.3,1.8,2.2,2.4,2.4,2.2,1.8,1.5,1.3,1.2,1.4,1.7,2.2,2.7,3.0
2022,6,June,30,3.0,2.7,2.3,1.7,1.1,0.8,0.5,0.5,0.7,1.0,1.5,2.0,2.4,2.5,2.4,2.0,1.6,1.3,1.2,1.2,1.5,1.9,2.5,2.9
2022,7,July,1,3.1,3.0,2.6,2.0,1.5,1.0,0.6,0.5,0.6,0.8,1.3,1.8,2.2,2.4,2.5,2.2,1.9,1.5,1.2,1.2,1.3,1.7,2.2,2.7
2022,7,July,2,3.1,3.1,2.9,2.4,1.8,1.2,0.8,0.6,0.5,0.6,1.0,1.5,2.0,2.3,2.5,2.4,2.1,1.7,1.4,1.2,1.2,1.5,1.9,2.4
2022,7,July,3,2.9,3.1,3.0,2.7,2.2,1.6,1.0,0.7,0.5,0.5,0.8,1.2,1.8,2.2,2.4,2.4,2.3,1.9,1.5,1.3,1.2,1.3,1.6,2.1
2022,7,July,4,2.6,3.0,3.1,2.9,2.5,1.9,1.3,0.9,0.7,0.6,0.7,1.0,1.5,2.0,2.3,2.4,2.4,2.1,1.7,1.4,1.2,1.2,1.4,1.8
2022,7,July,5,2.3,2.8,3.0,2.9,2.7,2.2,1.6,1.1,0.8,0.6,0.6,0.8,1.2,1.7,2.1,2.4,2.4,2.3,2.0,1.6,1.3,1.2,1.3,1.5
2022,7,July,6,1.9,2.4,2.7,2.8,2.7,2.4,2.0,1.5,1.1,0.8,0.7,0.8,1.0,1.4,1.9,2.3,2.4,2.4,2.2,1.9,1.6,1.3,1.2,1.3
2022,7,July,7,1.5,1.9,2.3,2.5,2.6,2.5,2.2,1.8,1.4,1.1,0.9,0.8,0.9,1.2,1.6,2.0,2.3,2.5,2.5,2.2,1.9,1.5,1.3,1.2
2022,7,July,8,1.3,1.5,1.7,2.1,2.3,2.4,2.3,2.1,1.8,1.4,1.1,1.0,1.0,1.1,1.4,1.7,2.1,2.4,2.6,2.5,2.3,1.9,1.6,1.3
2022,7,July,9,1.2,1.2,1.3,1.5,1.8,2.0,2.2,2.2,2.1,1.8,1.6,1.3,1.1,1.1,1.3,1.5,1.8,2.2,2.5,2.7,2.6,2.3,2.0,1.6
2022,7,July,10,1.2,1.0,1.0,1.0,1.2,1.5,1.8,2.1,2.2,2.2,2.0,1.7,1.4,1.3,1.2,1.3,1.5,1.9,2.3,2.6,2.8,2.7,2.4,2.0
2022,7,July,11,1.5,1.1,0.8,0.7,0.8,1.0,1.3,1.7,2.1,2.2,2.3,2.2,1.9,1.5,1.3,1.3,1.4,1.6,1.9,2.4,2.8,3.0,2.8,2.5
2022,7,July,12,2.0,1.4,1.0,0.7,0.5,0.6,0.8,1.2,1.7,2.1,2.4,2.4,2.3,2.0,1.6,1.4,1.3,1.4,1.6,2,2.5,3.0,3.1,3.0
2022,7,July,13,2.6,2.0,1.3,0.8,0.5,0.4,0.4,0.7,1.1,1.7,2.2,2.5,2.5,2.4,2.0,1.6,1.3,1.3,1.4,1.6,2.1,2.7,3.2,3.3
2022,7,July,14,3.0,2.6,1.9,1.2,0.7,0.4,0.2,0.3,0.6,1.1,1.8,2.3,2.6,2.6,2.4,1.9,1.5,1.3,1.2,1.4,1.7,2.2,2.9,3.3
2022,7,July,15,3.4,3.1,2.5,1.8,1.1,0.6,0.3,0.2,0.3,0.6,1.2,2.0,2.4,2.6,2.6,2.3,1.8,1.4,1.2,1.2,1.4,1.7,2.4,3.1
2022,7,July,16,3.4,3.4,3.1,2.5,1.7,1.0,0.6,0.3,0.2,0.3,0.7,1.4,2.1,2.5,2.7,2.6,2.2,1.7,1.3,1.1,1.1,1.4,1.8,2.5
2022,7,July,17,3.2,3.4,3.3,3.0,2.3,1.6,1.0,0.5,0.3,0.2,0.4,1.0,1.7,2.3,2.6,2.7,2.5,2.0,1.6,1.2,1.1,1.1,1.4,1.9
2022,7,July,18,2.6,3.2,3.4,3.2,2.8,2.2,1.5,0.9,0.5,0.3,0.3,0.6,1.3,2.0,2.4,2.6,2.6,2.3,1.9,1.4,1.1,1.0,1.1,1.4
2022,7,July,19,2.0,2.6,3.1,3.2,0.3,2.6,1.9,1.3,0.9,0.6,0.5,0.6,1.0,1.6,2.2,2.5,2.6,2.5,2.2,1.7,1.3,1.1,1.0,1.2
2022,7,July,20,1.5,2.0,2.5,2.8,2.9,2.7,2.3,1.8,1.3,0.9,0.7,0.7,0.9,1.3,1.9,2.3,2.5,2.6,2.4,2.1,1.6,1.3,1.1,1.1
2022,7,July,21,1.2,1.5,1.9,2.3,2.5,2.5,2.4,2.1,1.7,1.3,1.1,0.9,1.0,1.2,1.6,2.0,2.4,2.5,2.5,2.3,2.0,1.6,1.3,1.2
2022,7,July,22,1.1,1.2,1.4,1.7,2.0,2.2,2.2,2.1,1.9,1.6,1.4,1.2,1.2,1.2,1.4,1.8,2.1,2.4,2.5,2.5,2.3,2.0,1.6,1.4
2022,7,July,23,1.2,1.1,1.1,1.2,1.5,1.7,1.9,2.0,2.0,1.9,1.7,1.5,1.4,1.4,1.4,1.6,1.9,2.1,2.4,2.5,2.5,2.3,2.0,1.7
2022,7,July,24,1.4,1.1,1.0,1.0,1.1,1.3,1.5,1.7,1.9,2.0,2.0,1.8,1.7,1.5,1.5,1.5,1.7,1.9,2.2,2.4,2.5,2.5,2.3,2.0
2022,7,July,25,1.7,1.3,1.0,0.9,0.8,0.9,1.1,1.4,1.7,2.0,2.1,2.1,1.9,1.7,1.5,1.5,1.5,1.7,1.9,2.2,2.5,2.6,2.6,2.4
2022,7,July,26,2.0,1.6,1.2,0.9,0.7,0.7,0.8,1.1,1.4,1.8,2.1,2.2,2.1,1.9,1.7,1.5,1.4,1.5,1.7,2,2.3,2.6,2.8,2.7
2022,7,July,27,2.4,1.9,1.4,1.0,0.7,0.6,0.7,0.8,1.2,1.6,2.0,2.3,2.3,2.2,1.8,1.5,1.3,1.3,1.4,1.7,2.1,2.5,2.8,2.9
2022,7,July,28,2.7,2.3,1.8,1.3,0.9,0.6,0.6,0.7,0.9,1.4,1.9,2.3,2.4,2.4,2.1,1.7,1.4,1.2,1.2,1.5,1.8,2.3,2.8,3.0
2022,7,July,29,3.0,2.7,2.2,1.6,1.1,0.7,0.5,0.5,0.7,1.1,1.7,2.2,2.5,2.5,2.3,1.9,1.5,1.2,1.1,1.2,1.5,2.0,2.5,3.0
2022,7,July,30,3.1,2.9,2.5,2.0,1.3,0.9,0.6,0.5,0.6,0.9,1.4,2.0,2.4,2.6,2.5,2.2,1.7,1.3,1.1,1.1,1.3,1.7,2.2,2.8
2022,7,July,31,3.1,3.1,2.8,2.3,1.7,1.1,0.7,0.5,0.5,0.7,1.1,1.8,2.3,2.6,2.6,2.4,2.0,1.5,1.2,1.1,1.1,1.4,1.9,2.5
2022,8,August,1,3.0,3.2,3.0,2.6,2.0,1.4,0.9,0.6,0.5,0.6,0.9,1.5,2.1,2.5,2.6,2.5,2.2,1.7,1.3,1.1,1.0,1.2,1.6,2.1
2022,8,August,2,2.7,3.1,3.1,2.8,2.3,1.7,1.1,0.8,0.6,0.5,0.8,1.2,1.9,2.4,2.6,2.6,2.4,2.0,1.5,1.2,1.0,1.0,1.3,1.7
2022,8,August,3,2.3,2.8,3.0,2.9,2.6,2.0,1.4,1.0,0.7,0.6,0.7,1.0,1.6,2.2,2.6,2.7,2.6,2.3,1.8,1.3,1.0,0.9,1.1,1.1
2022,8,August,4,1.9,2.4,2.8,2.8,2.7,2.3,1.7,1.2,0.9,0.7,0.7,1.0,1.4,1.9,2.4,2.7,2.7,2.5,2.1,1.6,1.2,1.0,0.9,1.1
2022,8,August,5,1.4,1.9,2.3,2.6,2.6,2.4,2.0,1.6,1.2,0.9,0.9,1.0,1.2,1.7,2.2,2.5,2.7,2.6,2.4,1.9,1.5,1.2,1.0,0.9
2022,8,August,6,1.1,1.4,1.8,2.1,2.3,2.4,2.2,1.9,1.5,1.3,1.1,1.1,1.2,1.5,1.9,2.2,2.5,2.7,2.6,2.3,1.9,1.5,1.2,1.0
2022,8,August,7,0.9,1.0,1.2,1.5,1.8,2.0,2.1,2.0,1.9,1.7,1.5,1.3,1.3,1.4,1.6,1.9,2.2,2.5,2.6,2.6,2.4,2.0,1.6,1.3
2022,8,August,8,1.0,0.9,0.9,1.0,1.2,1.5,1.8,1.9,2.0,2.0,1.9,1.7,1.5,1.5,1.5,1.7,1.9,2.2,2.5,2.6,2.7,2.5,2.2,1.8
2022,8,August,9,1.3,1.0,0.8,0.7,0.8,1.0,1.3,1.6,1.9,2.1,2.2,2.1,1.9,1.7,1.5,1.5,1.6,1.8,2.1,2.5,2.7,2.8,2.7,2.3
2022,8,August,10,1.9,1.4,0.9,0.6,0.5,0.6,0.8,1.1,1.6,2.0,2.3,2.4,2.3,2.0,1.7,1.5,1.4,1.5,1.7,2.1,2.5,2.9,3.0,2.9
2022,8,August,11,2.5,1.9,1.3,0.8,0.5,0.4,0.4,0.7,1.1,1.7,2.2,2.5,2.5,2.3,2.0,1.6,1.3,1.3,1.4,1.7,2.1,2.7,3.1,3.2
2022,8,August,12,3.0,2.5,1.9,1.2,0.7,0.4,0.3,0.3,0.6,1.2,1.9,2.4,2.6,2.6,2.3,1.8,1.4,1.2,1.1,1:03,1.6,2.2,2.9,3.3
2022,8,August,13,3.3,3.1,2.5,1.8,1.1,0.6,0.3,0.2,0.3,0.8,1.5,2.2,2.6,2.7,2.6,2.2,1.7,1.2,1.0,1,1.2,1.7,2.4,3.1
2022,8,August,14,3.5,3.4,3.0,2.4,1.6,1.0,0.5,0.3,0.2,0.5,1.0,1.9,2.5,2.7,2.8,2.5,2.0,1.4,1.1,0.9,0.9,1.2,1.8,2.6
2022,8,August,15,3.2,3.4,3.3,2.9,2.2,1.4,0.9,0.5,0.3,0.4,0.7,1.4,2.2,2.7,2.8,2.7,2.3,1.8,1.2,0.9,0.8,0.9,1.3,1.9
2022,8,August,16,2.7,3.2,3.3,3.1,2.6,1.9,1.3,0.8,0.5,0.4,0.6,1.1,1.9,2.5,2.8,2.8,2.6,2.1,1.5,1.1,0.8,0.8,0.9,1.4
2022,8,August,17,2.1,2.7,3.1,3.1,2.8,2.3,1.7,1.1,0.8,0.6,0.6,1.0,1.6,2.2,2.7,2.8,2.7,2.4,1.8,1.3,1.0,0.8,0.8,1.0
2022,8,August,18,1.5,2.1,2.6,2.8,2.7,2.5,2.0,1.5,1.1,0.9,0.8,1.0,1.4,2.0,2.5,2.7,2.7,2.5,2.1,1.6,1.2,0.9,0.8,0.9
2022,8,August,19,1.1,1.6,2.1,2.4,2.5,2.4,2.1,1.7,1.4,1.2,1.1,1.1,1.4,1.8,2.2,2.5,2.6,2.6,2.3,1.9,1.5,1.2,1.0,0.9
2022,8,August,20,1.0,1.2,1.6,1.9,2.0,2.1,2.0,1.8,1.6,1.4,1.3,1.3,1.4,1.7,2.0,2.3,2.5,2.5,2.4,2.2,1.9,1.5,1.3,1.1
